assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_014280195.1	PRJNA224116	SAMN13641328	na	na	1050635	1050635	Synechococcus sp. A15-24	strain=A15-24	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428019v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/195/GCF_014280195.1_ASM1428019v1	na	na	na	haploid	bacteria	2305373	2305373	59.500000	1	1	1	NCBI RefSeq	GCF_014280195.1-RS_2024_07_01	2024-07-01	2611	2538	54	na
GCF_014280215.1	PRJNA224116	SAMN13641340	na	na	1050624	1050624	Synechococcus sp. A15-127	strain=A15-127	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428021v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/215/GCF_014280215.1_ASM1428021v1	na	na	na	haploid	bacteria	2543463	2543463	60.500000	1	1	1	NCBI RefSeq	GCF_014280215.1-RS_2024_08_17	2024-08-17	2707	2641	53	na
GCF_014304795.1	PRJNA224116	SAMN13641356	na	na	59932	59932	Synechococcus sp. WH 8101	strain=WH 8101	na	latest	Complete Genome	Major	Full	2020-08-26	ASM1430479v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014304795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/304/795/GCF_014304795.1_ASM1430479v1	na	na	na	haploid	bacteria	2623023	2623023	63.500000	1	1	1	NCBI RefSeq	GCF_014304795.1-RS_2024_08_17	2024-08-17	2828	2748	53	na
GCF_014304815.1	PRJNA224116	SAMN13641330	na	na	166309	166309	Synechococcus sp. MIT S9220	strain=MIT S9220	na	latest	Complete Genome	Major	Full	2020-08-26	ASM1430481v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014304815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/304/815/GCF_014304815.1_ASM1430481v1	na	na	na	haploid	bacteria	2424175	2424175	56.500000	1	1	1	NCBI RefSeq	GCF_014304815.1-RS_2024_08_17	2024-08-17	2674	2605	53	na
GCF_014698415.1	PRJNA224116	SAMN13702673	JACJSY000000000.1	na	1357541	32046	Synechococcus elongatus FACHB-242	strain=FACHB-242	na	latest	Contig	Major	Full	2020-09-22	ASM1469841v1	South China Normal University	GCA_014698415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/415/GCF_014698415.1_ASM1469841v1	na	na	na	haploid	bacteria	2735070	2735070	55.500000	0	9	9	NCBI RefSeq	GCF_014698415.1-RS_2024_12_10	2024-12-10	2776	2710	50	32943748
GCF_014698575.1	PRJNA224116	SAMN13702665	JACJTG000000000.1	na	2692865	2692865	Synechocystis sp. FACHB-898	strain=FACHB-898	na	latest	Contig	Major	Full	2020-09-22	ASM1469857v1	South China Normal University	GCA_014698575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/575/GCF_014698575.1_ASM1469857v1	na	na	na	haploid	bacteria	3882330	3882330	47.500000	0	62	62	NCBI RefSeq	GCF_014698575.1-RS_2024_05_26	2024-05-26	3725	3590	49	32943748
GCF_014698595.1	PRJNA224116	SAMN13702664	JACJTH000000000.1	na	2692866	2692866	Synechocystis sp. FACHB-908	strain=FACHB-908	na	latest	Contig	Major	Full	2020-09-22	ASM1469859v1	South China Normal University	GCA_014698595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/595/GCF_014698595.1_ASM1469859v1	na	na	na	haploid	bacteria	3860058	3860058	47.500000	0	53	53	NCBI RefSeq	GCF_014698595.1-RS_2024_05_26	2024-05-26	3679	3555	47	32943748
GCF_014698605.1	PRJNA224116	SAMN13702662	JACJTJ000000000.1	na	2692864	2692864	Synechocystis sp. FACHB-383	strain=FACHB-383	na	latest	Contig	Major	Full	2020-09-22	ASM1469860v1	South China Normal University	GCA_014698605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/605/GCF_014698605.1_ASM1469860v1	na	na	na	haploid	bacteria	4071751	4071751	48.000000	0	68	68	NCBI RefSeq	GCF_014698605.1-RS_2024_05_26	2024-05-26	3872	3738	49	32943748
GCF_014698625.1	PRJNA224116	SAMN13702663	JACJTI000000000.1	na	2692867	2692867	Synechocystis sp. FACHB-929	strain=FACHB-929	na	latest	Contig	Major	Full	2020-09-22	ASM1469862v1	South China Normal University	GCA_014698625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/625/GCF_014698625.1_ASM1469862v1	na	na	na	haploid	bacteria	3847462	3847462	47.500000	0	56	56	NCBI RefSeq	GCF_014698625.1-RS_2024_05_25	2024-05-25	3663	3528	47	32943748
GCF_014698895.1	PRJNA224116	SAMN13702649	JACJTW000000000.1	na	2692912	32046	Synechococcus elongatus FACHB-1061	strain=FACHB-1061	na	latest	Contig	Major	Full	2020-09-22	ASM1469889v1	South China Normal University	GCA_014698895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/895/GCF_014698895.1_ASM1469889v1	na	na	na	haploid	bacteria	2734236	2734236	55.500000	0	9	9	NCBI RefSeq	GCF_014698895.1-RS_2025_04_06	2025-04-06	2769	2704	50	32943748
GCF_014698905.1	PRJNA224116	SAMN13702648	JACJTX000000000.1	na	1140	32046	Synechococcus elongatus PCC 7942 = FACHB-805	strain=FACHB-805	na	latest	Contig	Major	Full	2020-09-22	ASM1469890v1	South China Normal University	GCA_014698905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/905/GCF_014698905.1_ASM1469890v1	na	na	na	haploid	bacteria	2743371	2743371	55.500000	0	9	9	NCBI RefSeq	GCF_014698905.1-RS_2025_04_06	2025-04-06	2780	2714	50	32943748
GCF_014698945.1	PRJNA224116	SAMN13702647	JACJTY000000000.1	na	2692863	2692863	Synechococcus sp. FACHB-909	strain=FACHB-909	na	latest	Contig	Major	Full	2020-09-22	ASM1469894v1	South China Normal University	GCA_014698945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/945/GCF_014698945.1_ASM1469894v1	na	na	na	haploid	bacteria	3179943	3179943	69.500000	0	17	17	NCBI RefSeq	GCF_014698945.1-RS_2024_07_01	2024-07-01	3250	3173	48	32943748
GCF_015207645.1	PRJNA224116	SAMN16351723	JADEWK000000000.1	na	945781	945780	Synechocystis salina LEGE 06099	strain=LEGE 06099	na	latest	Contig	Major	Full	2020-11-02	ASM1520764v1	CIIMAR	GCA_015207645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/207/645/GCF_015207645.1_ASM1520764v1	na	na	na	haploid	bacteria	3677085	3677085	48.000000	0	152	152	NCBI RefSeq	GCF_015207645.1-RS_2024_12_22	2024-12-22	3836	3322	59	na
GCF_015207725.1	PRJNA224116	SAMN16351722	JADEWJ000000000.1	na	915336	915336	Synechocystis sp. LEGE 06083	strain=LEGE 06083	na	latest	Contig	Major	Full	2020-11-02	ASM1520772v1	CIIMAR	GCA_015207725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/207/725/GCF_015207725.1_ASM1520772v1	na	na	na	haploid	bacteria	3916263	3916263	48.000000	0	479	479	NCBI RefSeq	GCF_015207725.1-RS_2024_07_31	2024-07-31	3981	3698	47	na
GCF_015207935.1	PRJNA224116	SAMN16351709	JADEVW000000000.1	na	1828742	945780	Synechocystis salina LEGE 00041	strain=LEGE 00041	na	latest	Contig	Major	Full	2020-11-02	ASM1520793v1	CIIMAR	GCA_015207935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/207/935/GCF_015207935.1_ASM1520793v1	na	na	na	haploid	bacteria	3949467	3949467	48.000000	0	157	157	NCBI RefSeq	GCF_015207935.1-RS_2025_03_29	2025-03-29	3814	3632	49	na
GCF_015207985.1	PRJNA224116	SAMN16351708	JADEVV000000000.1	reference genome	1828736	945780	Synechocystis salina LEGE 00031	strain=LEGE 00031	na	latest	Contig	Major	Full	2020-11-02	ASM1520798v1	CIIMAR	GCA_015207985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/207/985/GCF_015207985.1_ASM1520798v1	na	na	na	haploid	bacteria	3969658	3969658	48.000000	0	115	115	NCBI RefSeq	GCF_015207985.1-RS_2025_03_28	2025-03-28	3802	3641	49	na
GCF_015502395.1	PRJNA485481	na	na	na	2783669	3060825	Synechococcus phage S-H9-2	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM1550239v1	Ocean University of China, College of Marine Life	GCA_015502395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/502/395/GCF_015502395.1_ASM1550239v1	na	ICTV species exemplar	na	haploid	viral	187320	187320	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	216	202	14	na
GCF_015502405.1	PRJNA485481	na	na	na	2783673	3060818	Synechococcus phage S-H38	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM1550240v1	Ocean University of China, College of Marine Life	GCA_015502405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/502/405/GCF_015502405.1_ASM1550240v1	na	ICTV species exemplar	na	haploid	viral	180224	180224	42.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	219	211	8	na
GCF_015502415.1	PRJNA485481	na	na	na	2783674	3060690	Synechococcus phage S-H9-1	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM1550241v1	Ocean University of China, College of Marine Life	GCA_015502415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/502/415/GCF_015502415.1_ASM1550241v1	na	ICTV species exemplar	na	haploid	viral	192454	192454	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	241	229	12	na
GCF_015840335.1	PRJNA224116	SAMN15824355	na	na	1353147	1353147	Synechococcus sp. CBW1108	strain=CBW1108	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584033v1	University of Maryland Center For Environmental Science	GCA_015840335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/335/GCF_015840335.1_ASM1584033v1	na	na	na	haploid	bacteria	3226220	3226220	63.500000	1	1	1	NCBI RefSeq	GCF_015840335.1-RS_2024_08_17	2024-08-17	3545	3393	55	na
GCF_015840525.1	PRJNA224116	SAMN15824354	na	na	1353138	1353138	Synechococcus sp. CBW1006	strain=CBW1006	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584052v1	University of Maryland Center For Environmental Science	GCA_015840525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/525/GCF_015840525.1_ASM1584052v1	na	na	na	haploid	bacteria	3860130	3860130	64.500000	1	1	1	NCBI RefSeq	GCF_015840525.1-RS_2024_08_17	2024-08-17	3881	3718	60	na
GCF_015840715.1	PRJNA224116	SAMN15824353	na	na	1353136	1353136	Synechococcus sp. CBW1004	strain=CBW1004	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584071v1	University of Maryland Center For Environmental Science	GCA_015840715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/715/GCF_015840715.1_ASM1584071v1	na	na	na	haploid	bacteria	3672318	3672318	67.000000	1	1	1	NCBI RefSeq	GCF_015840715.1-RS_2024_08_16	2024-08-16	3506	3387	59	na
GCF_015840915.1	PRJNA224116	SAMN15824352	na	na	1353134	1353134	Synechococcus sp. CBW1002	strain=CBW1002	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584091v1	University of Maryland Center For Environmental Science	GCA_015840915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/915/GCF_015840915.1_ASM1584091v1	na	na	na	haploid	bacteria	3854122	3854122	64.500000	1	1	1	NCBI RefSeq	GCF_015840915.1-RS_2024_08_17	2024-08-17	3889	3721	58	na
GCF_015841355.1	PRJNA224116	SAMN16790668	na	na	2789857	2789857	Synechococcus sp. CBW1107	strain=CBW1107	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584135v1	University of Maryland Center For Environmental Science	GCA_015841355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/841/355/GCF_015841355.1_ASM1584135v1	na	na	na	haploid	bacteria	3202093	3202093	66.500000	1	1	1	NCBI RefSeq	GCF_015841355.1-RS_2024_08_17	2024-08-17	3377	3279	53	na
GCF_017654345.1	PRJNA485481	na	na	na	2781608	3060697	Synechococcus phage S-SRM01	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM1765434v1	NUS Environmental Research Institute, National University of Singapore	GCA_017654345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/654/345/GCF_017654345.1_ASM1765434v1	na	ICTV species exemplar	na	haploid	viral	240842	240842	35.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	353	353	0	na
GCF_018282115.1	PRJNA224116	SAMN14786169	na	na	2732530	2732530	Synechocystis sp. PCC 7338	strain=PCC 7338	na	latest	Complete Genome	Major	Full	2021-05-05	ASM1828211v1	KAIST	GCA_018282115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/282/115/GCF_018282115.1_ASM1828211v1	na	na	na	haploid	bacteria	3832803	3832803	47.500000	4	4	4	NCBI RefSeq	GCF_018282115.1-RS_2024_08_25	2024-08-25	3631	3506	52	na
GCF_018502385.1	PRJNA224116	SAMN19117154	na	na	2741953	2741953	Synechococcus sp. LA31	strain=LA31	na	latest	Chromosome	Major	Full	2021-05-26	ASM1850238v1	University of Southern California	GCA_018502385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/502/385/GCF_018502385.1_ASM1850238v1	na	na	na	haploid	bacteria	2752151	2752051	63.000000	1	1	1	NCBI RefSeq	GCF_018502385.1-RS_2024_08_25	2024-08-25	2988	2912	58	na
GCF_018845095.1	PRJNA224116	SAMN18375591	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803	na	latest	Complete Genome	Major	Full	2021-06-11	ASM1884509v1	Technical University of Munich	GCA_018845095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/845/095/GCF_018845095.1_ASM1884509v1	na	na	na	haploid	bacteria	3947544	3947544	47.500000	7	7	7	NCBI RefSeq	GCF_018845095.1-RS_2024_08_24	2024-08-24	3741	3623	51	33941908
GCF_019038415.1	PRJNA224116	SAMN18105666	JAFKRG000000000.1	na	2815602	2815602	Synechococcus sp. CCY 9618	strain=CCY 9618	na	latest	Contig	Major	Full	2021-06-25	ASM1903841v1	University of Bristol	GCA_019038415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/038/415/GCF_019038415.1_ASM1903841v1	na	na	na	haploid	bacteria	2927161	2927161	68.500000	0	133	133	NCBI RefSeq	GCF_019038415.1-RS_2024_08_24	2024-08-24	3109	2981	47	na
GCF_019038465.1	PRJNA224116	SAMN18105665	JAFKRH000000000.1	na	2815603	2815603	Synechococcus sp. CCY 0621	strain=CCY 0621	na	latest	Contig	Major	Full	2021-06-25	ASM1903846v1	University of Bristol	GCA_019038465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/038/465/GCF_019038465.1_ASM1903846v1	na	na	na	haploid	bacteria	3230971	3230971	67.500000	0	101	101	NCBI RefSeq	GCF_019038465.1-RS_2024_07_01	2024-07-01	3392	3282	51	na
GCF_019038475.1	PRJNA224116	SAMN18105664	JAFKRI000000000.1	na	1221595	1221595	Synechococcus sp. CCAP 1479/13	strain=CCAP 1479/13	na	latest	Contig	Major	Full	2021-06-25	ASM1903847v1	University of Bristol	GCA_019038475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/038/475/GCF_019038475.1_ASM1903847v1	na	na	na	haploid	bacteria	3299582	3299582	69.500000	0	132	132	NCBI RefSeq	GCF_019038475.1-RS_2024_07_01	2024-07-01	3461	3349	49	na
GCF_019038515.1	PRJNA224116	SAMN18105663	JAFKRJ000000000.1	na	1221594	1221594	Synechococcus sp. CCAP 1479/10	strain=CCAP 1479/10	na	latest	Contig	Major	Full	2021-06-25	ASM1903851v1	University of Bristol	GCA_019038515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/038/515/GCF_019038515.1_ASM1903851v1	na	na	na	haploid	bacteria	3313705	3313705	69.500000	0	108	108	NCBI RefSeq	GCF_019038515.1-RS_2024_07_01	2024-07-01	3453	3349	49	na
GCF_019038535.1	PRJNA224116	SAMN18105662	JAFKRK000000000.1	na	1221593	1221593	Synechococcus sp. CCAP 1479/9	strain=CCAP 1479/9	na	latest	Contig	Major	Full	2021-06-25	ASM1903853v1	University of Bristol	GCA_019038535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/038/535/GCF_019038535.1_ASM1903853v1	na	na	na	haploid	bacteria	3288920	3288920	69.500000	0	88	88	NCBI RefSeq	GCF_019038535.1-RS_2024_07_01	2024-07-01	3373	3273	49	na
GCF_019104765.1	PRJNA224116	SAMN19844069	JAHRXJ000000000.1	na	2725975	2725975	Synechococcus sp. HK05	strain=HK05	na	latest	Contig	Major	Full	2021-07-04	ASM1910476v1	South China Sea Institute of Oceanology	GCA_019104765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/104/765/GCF_019104765.1_ASM1910476v1	na	na	na	haploid	bacteria	2527587	2527587	65.000000	0	14	14	NCBI RefSeq	GCF_019104765.1-RS_2024_07_31	2024-07-31	2741	2673	45	na
GCF_019924095.1	PRJNA224116	SAMN16551562	na	na	2782213	2782213	Synechocystis sp. PCC 7339	strain=PCC 7339	na	latest	Complete Genome	Major	Full	2021-09-10	ASM1992409v1	KAIST	GCA_019924095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/095/GCF_019924095.1_ASM1992409v1	na	na	na	haploid	bacteria	3876863	3876863	47.500000	3	3	3	NCBI RefSeq	GCF_019924095.1-RS_2024_08_18	2024-08-18	3741	3591	52	na
GCF_020514015.1	PRJNA224116	SAMN12639276	VTKW00000000.1	na	2508352	2508352	Synechococcus sp. MU1650	strain=MU1650	na	latest	Contig	Major	Full	2021-10-15	ASM2051401v1	Macquarie University	GCA_020514015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/015/GCF_020514015.1_ASM2051401v1	na	na	na	haploid	bacteria	2158043	2158043	59.000000	0	25	25	NCBI RefSeq	GCF_020514015.1-RS_2024_08_18	2024-08-18	2410	2349	41	na
GCF_020514095.1	PRJNA224116	SAMN12639274	VTKY00000000.1	na	2508349	2508349	Synechococcus sp. MU1643	strain=MU1643	na	latest	Contig	Major	Full	2021-10-15	ASM2051409v1	Macquarie University	GCA_020514095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/095/GCF_020514095.1_ASM2051409v1	na	na	na	haploid	bacteria	2066863	2066863	60.000000	0	13	13	NCBI RefSeq	GCF_020514095.1-RS_2024_08_18	2024-08-18	2383	2304	43	na
GCF_020514115.1	PRJNA224116	SAMN12639273	VTKZ00000000.1	na	2508348	2508348	Synechococcus sp. MU1642	strain=MU1642	na	latest	Contig	Major	Full	2021-10-15	ASM2051411v1	Macquarie University	GCA_020514115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/115/GCF_020514115.1_ASM2051411v1	na	na	na	haploid	bacteria	2116729	2116729	59.500000	0	22	22	NCBI RefSeq	GCF_020514115.1-RS_2024_08_18	2024-08-18	2415	2338	46	na
GCF_020514205.1	PRJNA224116	SAMN12639272	VTLA00000000.1	na	2508347	2508347	Synechococcus sp. MU1625	strain=MU1625	na	latest	Contig	Major	Full	2021-10-15	ASM2051420v1	Macquarie University	GCA_020514205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/205/GCF_020514205.1_ASM2051420v1	na	na	na	haploid	bacteria	2328035	2328035	58.500000	0	12	12	NCBI RefSeq	GCF_020514205.1-RS_2024_08_18	2024-08-18	2575	2518	41	na
GCF_020514235.1	PRJNA224116	SAMN12639271	VTLB00000000.1	na	2508346	2508346	Synechococcus sp. MU1617	strain=MU1617	na	latest	Contig	Major	Full	2021-10-15	ASM2051423v1	Macquarie University	GCA_020514235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/235/GCF_020514235.1_ASM2051423v1	na	na	na	haploid	bacteria	2326594	2326594	60.000000	0	10	10	NCBI RefSeq	GCF_020514235.1-RS_2024_08_18	2024-08-18	2561	2503	48	na
GCF_020514255.1	PRJNA224116	SAMN12639270	VTLC00000000.1	na	2508345	2508345	Synechococcus sp. MU1611	strain=MU1611	na	latest	Contig	Major	Full	2021-10-15	ASM2051425v1	Macquarie University	GCA_020514255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/255/GCF_020514255.1_ASM2051425v1	na	na	na	haploid	bacteria	2339429	2339429	58.500000	0	13	13	NCBI RefSeq	GCF_020514255.1-RS_2024_08_18	2024-08-18	2624	2553	50	na
GCF_020514275.1	PRJNA224116	SAMN12639268	VTLE00000000.1	na	2508341	2508341	Synechococcus sp. HBA1120	strain=HBA1120	na	latest	Contig	Major	Full	2021-10-15	ASM2051427v1	Macquarie University	GCA_020514275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/275/GCF_020514275.1_ASM2051427v1	na	na	na	haploid	bacteria	2362268	2362268	58.000000	0	10	10	NCBI RefSeq	GCF_020514275.1-RS_2024_08_18	2024-08-18	2624	2563	43	na
GCF_020514285.1	PRJNA224116	SAMN12639269	VTLD00000000.1	na	2508342	2508342	Synechococcus sp. PH41509	strain=PH41509	na	latest	Scaffold	Major	Full	2021-10-15	ASM2051428v1	Macquarie University	GCA_020514285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/285/GCF_020514285.1_ASM2051428v1	na	na	na	haploid	bacteria	2161481	2161471	58.500000	0	28	29	NCBI RefSeq	GCF_020514285.1-RS_2024_08_18	2024-08-18	2438	2371	42	na
GCF_020514355.1	PRJNA224116	SAMN12639267	VTLF00000000.1	na	2508568	2508568	Synechococcus sp. HB1133	strain=HB1133	na	latest	Contig	Major	Full	2021-10-15	ASM2051435v1	Macquarie University	GCA_020514355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/514/355/GCF_020514355.1_ASM2051435v1	na	na	na	haploid	bacteria	2378765	2378765	58.000000	0	7	7	NCBI RefSeq	GCF_020514355.1-RS_2024_08_18	2024-08-18	2632	2568	48	na
GCF_021533835.1	PRJNA224116	SAMN24695622	JAKFYQ000000000.1	na	1914529	1914529	Synechococcus sp. Nb3U1	strain=Nb3U1	na	latest	Scaffold	Major	Full	2022-01-20	ASM2153383v1	University of Montana	GCA_021533835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/533/835/GCF_021533835.1_ASM2153383v1	na	na	na	haploid	bacteria	3487976	3487876	55.000000	0	4	5	NCBI RefSeq	GCF_021533835.1-RS_2025_08_25	2025-08-25	3317	3232	49	na
GCF_022694625.1	PRJNA485481	na	na	na	2926475	3060701	Synechococcus phage S-SZBM1	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM2269462v1	State Key Laboratory of Marine Environmental Science, Xiamen University	GCA_022694625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/694/625/GCF_022694625.1_ASM2269462v1	na	ICTV species exemplar	na	haploid	viral	177834	177834	43.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	224	218	6	na
GCF_022869765.1	PRJNA224116	SAMN27121261	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803 substr. GT-T	na	latest	Complete Genome	Major	Full	2022-04-11	ASM2286976v1	University of Turku	GCA_022869765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/869/765/GCF_022869765.1_ASM2286976v1	na	na	na	haploid	bacteria	3569929	3569929	47.500000	1	1	1	NCBI RefSeq	GCF_022869765.1-RS_2024_07_21	2024-07-21	3347	3243	51	36792971
GCF_022984075.1	PRJNA224116	SAMN26329419	JALAAD000000000.1	na	102119	102119	Synechococcus sp. C9	strain=C9	na	latest	Contig	Major	Full	2022-04-14	ASM2298407v1	Tokyo Metropolitan University	GCA_022984075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/984/075/GCF_022984075.1_ASM2298407v1	na	na	na	haploid	bacteria	2958309	2958309	53.000000	0	4	4	NCBI RefSeq	GCF_022984075.1-RS_2024_06_05	2024-06-05	2879	2788	49	na
GCF_022984195.1	PRJNA224116	SAMN22215291	na	reference genome	269084	32046	Synechococcus elongatus PCC 6301	strain=PCC 6301	na	latest	Complete Genome	Major	Full	2022-04-14	ASM2298419v1	University of California, San Diego	GCA_022984195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/984/195/GCF_022984195.1_ASM2298419v1	na	assembly from type material	na	haploid	bacteria	2749599	2749599	55.500000	3	3	3	NCBI RefSeq	GCF_022984195.1-RS_2025_04_10	2025-04-10	2785	2722	55	na
GCF_022984265.1	PRJNA224116	SAMN22215176	na	na	2883261	32046	Synechococcus elongatus PCC 6311	strain=PCC 6311	na	latest	Chromosome	Major	Full	2022-04-14	ASM2298426v1	University of California, San Diego	GCA_022984265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/984/265/GCF_022984265.1_ASM2298426v1	na	na	na	haploid	bacteria	2743999	2743979	55.500000	3	3	4	NCBI RefSeq	GCF_022984265.1-RS_2024_12_23	2024-12-23	2773	2713	50	na
